id,type,enable,body,value,business_id
1889,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,473
1890,NEW_REWARD,1,Congrats! You just earned a new reward.,0,473
1891,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,473
1892,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,473
1893,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,474
1894,NEW_REWARD,0,Congrats! You just earned a new reward.,0,474
1895,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,474
1896,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,474
1897,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,475
1898,NEW_REWARD,1,Congrats! You just earned a new reward.,0,475
1899,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,475
1900,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,475
1901,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,476
1902,NEW_REWARD,1,Congrats! You just earned a new reward.,0,476
1903,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,476
1904,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,476
1905,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,477
1906,NEW_REWARD,1,Congrats! You just earned a new reward.,0,477
1907,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,477
1908,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,477
1909,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,478
1910,NEW_REWARD,1,Congrats! You just earned a new reward.,0,478
1911,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,478
1912,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,478
1913,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,479
1914,NEW_REWARD,1,Congrats! You just earned a new reward.,0,479
1915,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,479
1916,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,479
1917,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,480
1918,NEW_REWARD,1,Congrats! You just earned a new reward.,0,480
1919,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,480
1920,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,480
1921,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,481
1922,NEW_REWARD,1,Congrats! You just earned a new reward.,0,481
1923,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,481
1924,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,481
1925,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,482
1926,NEW_REWARD,1,Congrats! You just earned a new reward.,0,482
1927,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,482
1928,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,482
1929,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,483
1930,NEW_REWARD,1,Congrats! You just earned a new reward.,0,483
1931,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,483
1932,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,483
1933,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,484
1934,NEW_REWARD,1,Congrats! You just earned a new reward.,0,484
1935,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,484
1936,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,484
1937,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,485
1938,NEW_REWARD,1,Congrats! You just earned a new reward.,0,485
1939,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,485
1940,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,485
1941,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,486
1942,NEW_REWARD,1,Congrats! You just earned a new reward.,0,486
1943,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,486
1944,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,486
1945,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,487
1946,NEW_REWARD,1,Congrats! You just earned a new reward.,0,487
1947,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,487
1948,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,487
1949,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,488
1950,NEW_REWARD,1,Congrats! You just earned a new reward.,0,488
1951,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,488
1952,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,488
1953,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,489
1954,NEW_REWARD,1,Congrats! You just earned a new reward.,0,489
1955,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,489
1956,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,489
1957,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,490
1958,NEW_REWARD,1,Congrats! You just earned a new reward.,0,490
1959,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,490
1960,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,490
1961,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,491
1962,NEW_REWARD,0,Congrats! You just earned a new reward.,0,491
1963,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,491
1964,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,491
1965,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,492
1966,NEW_REWARD,1,Congrats! You just earned a new reward.,0,492
1967,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,492
1968,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,492
1969,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,493
1970,NEW_REWARD,1,Congrats! You just earned a new reward.,0,493
1971,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,493
1972,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,493
1973,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,494
1974,NEW_REWARD,1,Congrats! You just earned a new reward.,0,494
1975,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,494
1976,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,494
1977,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,495
1978,NEW_REWARD,1,Congrats! You just earned a new reward.,0,495
1979,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,495
1980,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,495
1981,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,496
1982,NEW_REWARD,1,Congrats! You just earned a new reward.,0,496
1983,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,496
1984,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,496
1985,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,497
1986,NEW_REWARD,1,Congrats! You just earned a new reward.,0,497
1987,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,497
1988,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,497
1989,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,498
1990,NEW_REWARD,1,Congrats! You just earned a new reward.,0,498
1991,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,498
1992,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,498
1993,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,499
1994,NEW_REWARD,0,Congrats! You just earned a new reward.,0,499
1995,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,499
1996,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,499
1997,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,500
1998,NEW_REWARD,0,Congrats! You just earned a new reward.,0,500
1999,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,500
2000,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,500
