id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
149,bbb5782e,PurePress,purepress,BALANCE,,#1B4F72,Loyalty card for PurePress,#FFFFFF,#CCCCCC,assets/logos/purepress.png,assets/icons/purepress.png,assets/strips/purepress/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/purepress""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to PurePress,3000,1,assets/icons/purepress_rect.png,1,1,0,1,https://luyoa.com/enroll/purepress,[],1,1,0
150,0f33f6f9,Daily Flow,daily-flow-234,BALANCE,,#2C3E50,Loyalty card for Daily Flow,#FFFFFF,#CCCCCC,assets/logos/daily-flow-234.png,assets/icons/daily-flow-234.png,assets/strips/daily-flow-234/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/daily-flow-234""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to Daily Flow,1000,1,assets/icons/daily-flow-234_rect.png,4,2,0,1,https://luyoa.com/enroll/daily-flow-234,[],1,1,0
151,9ac91337,SmilePlus,smileplus-452,BALANCE,,#0F3460,Loyalty card for SmilePlus,#FFFFFF,#CCCCCC,assets/logos/smileplus-452.png,assets/icons/smileplus-452.png,assets/strips/smileplus-452/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smileplus-452""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to SmilePlus,5000,0,assets/icons/smileplus-452_rect.png,1,1,1,1,https://luyoa.com/enroll/smileplus-452,[],1,1,1
152,520ad003,The Tech Store,the-tech-store-532,STATIC,,#2C3E50,Loyalty card for The Tech Store,#FFFFFF,#CCCCCC,assets/logos/the-tech-store-532.png,assets/icons/the-tech-store-532.png,assets/strips/the-tech-store-532/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-tech-store-532""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,GROW,1,Welcome to The Tech Store,2500,1,assets/icons/the-tech-store-532_rect.png,2,2,1,0,https://luyoa.com/enroll/the-tech-store-532,[],1,1,1
153,0a2c0216,ActiveLife,activelife-625,BALANCE,,#F5F5F5,Loyalty card for ActiveLife,#FFFFFF,#CCCCCC,assets/logos/activelife-625.png,assets/icons/activelife-625.png,assets/strips/activelife-625/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/activelife-625""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to ActiveLife,6000,1,assets/icons/activelife-625_rect.png,4,2,0,0,https://luyoa.com/enroll/activelife-625,[],1,1,0
154,77e46488,Fabric House,fabric-house-358,STAMPS,10,#FFFFFF,Loyalty card for Fabric House,#FFFFFF,#CCCCCC,assets/logos/fabric-house-358.png,assets/icons/fabric-house-358.png,assets/strips/fabric-house-358/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fabric-house-358""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to Fabric House,5000,1,assets/icons/fabric-house-358_rect.png,1,1,1,0,https://luyoa.com/enroll/fabric-house-358,[],1,1,0
155,53692508,HealthStop,healthstop,BALANCE,,#1B4F72,Loyalty card for HealthStop,#FFFFFF,#CCCCCC,assets/logos/healthstop.png,assets/icons/healthstop.png,assets/strips/healthstop/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthstop""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to HealthStop,2000,1,assets/icons/healthstop_rect.png,3,2,1,0,https://luyoa.com/enroll/healthstop,[],0,0,0
156,75628b64,The Dough Co,the-dough-co-232,BALANCE,,#FFFFFF,Loyalty card for The Dough Co,#FFFFFF,#CCCCCC,assets/logos/the-dough-co-232.png,assets/icons/the-dough-co-232.png,assets/strips/the-dough-co-232/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dough-co-232""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to The Dough Co,1500,1,assets/icons/the-dough-co-232_rect.png,1,1,0,1,https://luyoa.com/enroll/the-dough-co-232,[],1,1,0
157,b582817c,HealthStop,healthstop-489,BALANCE,,#1A1A2E,Loyalty card for HealthStop,#FFFFFF,#CCCCCC,assets/logos/healthstop-489.png,assets/icons/healthstop-489.png,assets/strips/healthstop-489/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/healthstop-489""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to HealthStop,2500,0,assets/icons/healthstop-489_rect.png,3,2,0,1,https://luyoa.com/enroll/healthstop-489,[],1,1,0
158,ab8d3228,WineHouse,winehouse,BALANCE,,#FFFFFF,Loyalty card for WineHouse,#FFFFFF,#CCCCCC,assets/logos/winehouse.png,assets/icons/winehouse.png,assets/strips/winehouse/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/winehouse""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to WineHouse,1500,1,assets/icons/winehouse_rect.png,2,2,0,1,https://luyoa.com/enroll/winehouse,[],1,1,0
159,8df83e1e,Trend Street,trend-street-292,STAMPS,12,#2C3E50,Loyalty card for Trend Street,#FFFFFF,#CCCCCC,assets/logos/trend-street-292.png,assets/icons/trend-street-292.png,assets/strips/trend-street-292/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/trend-street-292""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,STARTER,1,Welcome to Trend Street,10000,1,assets/icons/trend-street-292_rect.png,2,2,1,0,https://luyoa.com/enroll/trend-street-292,[],0,0,0
160,0ebbd225,Flour & Co,flour-and-co,STAMPS,10,#2C3E50,Loyalty card for Flour & Co,#FFFFFF,#CCCCCC,assets/logos/flour-and-co.png,assets/icons/flour-and-co.png,assets/strips/flour-and-co/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/flour-and-co""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to Flour & Co,2000,0,assets/icons/flour-and-co_rect.png,4,2,1,0,https://luyoa.com/enroll/flour-and-co,[],1,1,0
161,4fdef982,Juice Lab,juice-lab-489,STAMPS,10,#FFFFFF,Loyalty card for Juice Lab,#FFFFFF,#CCCCCC,assets/logos/juice-lab-489.png,assets/icons/juice-lab-489.png,assets/strips/juice-lab-489/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/juice-lab-489""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to Juice Lab,1000,1,assets/icons/juice-lab-489_rect.png,1,1,1,0,https://luyoa.com/enroll/juice-lab-489,[],1,1,0
162,e3da68b1,Trend Street,trend-street-710,STAMPS,8,#1B4F72,Loyalty card for Trend Street,#FFFFFF,#CCCCCC,assets/logos/trend-street-710.png,assets/icons/trend-street-710.png,assets/strips/trend-street-710/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/trend-street-710""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,1,Welcome to Trend Street,600,0,assets/icons/trend-street-710_rect.png,1,1,1,1,https://luyoa.com/enroll/trend-street-710,[],1,1,0
163,cc7a1c63,GreenCup,greencup-655,STATIC,,#1A1A2E,Loyalty card for GreenCup,#FFFFFF,#CCCCCC,assets/logos/greencup-655.png,assets/icons/greencup-655.png,assets/strips/greencup-655/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/greencup-655""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,GROW,1,Welcome to GreenCup,2000,0,assets/icons/greencup-655_rect.png,4,2,1,0,https://luyoa.com/enroll/greencup-655,[],1,1,1
164,8b881666,LangCorner,langcorner-935,STAMPS,12,#1B4F72,Loyalty card for LangCorner,#FFFFFF,#CCCCCC,assets/logos/langcorner-935.png,assets/icons/langcorner-935.png,assets/strips/langcorner-935/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/langcorner-935""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to LangCorner,10000,0,assets/icons/langcorner-935_rect.png,1,1,1,1,https://luyoa.com/enroll/langcorner-935,[],1,1,0
165,2573ccab,FurryFriends,furryfriends,BALANCE,,#F5F5F5,Loyalty card for FurryFriends,#FFFFFF,#CCCCCC,assets/logos/furryfriends.png,assets/icons/furryfriends.png,assets/strips/furryfriends/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/furryfriends""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to FurryFriends,10000,0,assets/icons/furryfriends_rect.png,1,1,1,1,https://luyoa.com/enroll/furryfriends,[],1,1,0
166,052b2bdf,LangCorner,langcorner-457,BALANCE,,#0F3460,Loyalty card for LangCorner,#FFFFFF,#CCCCCC,assets/logos/langcorner-457.png,assets/icons/langcorner-457.png,assets/strips/langcorner-457/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/langcorner-457""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to LangCorner,600,1,assets/icons/langcorner-457_rect.png,2,2,0,1,https://luyoa.com/enroll/langcorner-457,[],0,0,0
167,157f4d2a,FluentPath,fluentpath,STAMPS,6,#2C3E50,Loyalty card for FluentPath,#FFFFFF,#CCCCCC,assets/logos/fluentpath.png,assets/icons/fluentpath.png,assets/strips/fluentpath/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fluentpath""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to FluentPath,1500,1,assets/icons/fluentpath_rect.png,1,1,0,1,https://luyoa.com/enroll/fluentpath,[],0,0,0
168,d07046bb,Sunset Grill,sunset-grill-419,STATIC,,#F5F5F5,Loyalty card for Sunset Grill,#FFFFFF,#CCCCCC,assets/logos/sunset-grill-419.png,assets/icons/sunset-grill-419.png,assets/strips/sunset-grill-419/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunset-grill-419""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,STARTER,1,Welcome to Sunset Grill,2500,1,assets/icons/sunset-grill-419_rect.png,2,2,1,0,https://luyoa.com/enroll/sunset-grill-419,[],0,0,0
169,3466675f,LangCorner,langcorner-137,STAMPS,10,#F5F5F5,Loyalty card for LangCorner,#FFFFFF,#CCCCCC,assets/logos/langcorner-137.png,assets/icons/langcorner-137.png,assets/strips/langcorner-137/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/langcorner-137""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to LangCorner,600,0,assets/icons/langcorner-137_rect.png,1,1,0,0,https://luyoa.com/enroll/langcorner-137,[],1,1,1
170,911d5739,The Coffee Spot,the-coffee-spot-389,STATIC,,#F5F5F5,Loyalty card for The Coffee Spot,#FFFFFF,#CCCCCC,assets/logos/the-coffee-spot-389.png,assets/icons/the-coffee-spot-389.png,assets/strips/the-coffee-spot-389/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-coffee-spot-389""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to The Coffee Spot,1000,1,assets/icons/the-coffee-spot-389_rect.png,3,2,0,1,https://luyoa.com/enroll/the-coffee-spot-389,[],1,1,0
171,31d00286,The Bakehouse,the-bakehouse-212,STAMPS,6,#2C3E50,Loyalty card for The Bakehouse,#FFFFFF,#CCCCCC,assets/logos/the-bakehouse-212.png,assets/icons/the-bakehouse-212.png,assets/strips/the-bakehouse-212/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bakehouse-212""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,0,Welcome to The Bakehouse,1000,0,assets/icons/the-bakehouse-212_rect.png,2,2,0,1,https://luyoa.com/enroll/the-bakehouse-212,[],1,1,0
172,ec79b962,The Fork,the-fork-144,BALANCE,,#1A1A2E,Loyalty card for The Fork,#FFFFFF,#CCCCCC,assets/logos/the-fork-144.png,assets/icons/the-fork-144.png,assets/strips/the-fork-144/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-fork-144""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to The Fork,25000,1,assets/icons/the-fork-144_rect.png,1,1,1,0,https://luyoa.com/enroll/the-fork-144,[],0,0,0
173,ef2abdb4,Cloth & Co,cloth-and-co-282,STAMPS,6,#2C3E50,Loyalty card for Cloth & Co,#FFFFFF,#CCCCCC,assets/logos/cloth-and-co-282.png,assets/icons/cloth-and-co-282.png,assets/strips/cloth-and-co-282/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/cloth-and-co-282""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,GROW,1,Welcome to Cloth & Co,10000,1,assets/icons/cloth-and-co-282_rect.png,3,2,1,0,https://luyoa.com/enroll/cloth-and-co-282,[],1,1,1
174,a0610b54,PetPlus,petplus-419,STATIC,,#1A1A2E,Loyalty card for PetPlus,#FFFFFF,#CCCCCC,assets/logos/petplus-419.png,assets/icons/petplus-419.png,assets/strips/petplus-419/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/petplus-419""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to PetPlus,2500,1,assets/icons/petplus-419_rect.png,3,2,0,0,https://luyoa.com/enroll/petplus-419,[],1,1,0
175,9c30e72f,StyleBox,stylebox,STAMPS,12,#2C3E50,Loyalty card for StyleBox,#FFFFFF,#CCCCCC,assets/logos/stylebox.png,assets/icons/stylebox.png,assets/strips/stylebox/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/stylebox""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to StyleBox,6000,0,assets/icons/stylebox_rect.png,1,1,1,0,https://luyoa.com/enroll/stylebox,[],0,0,0
176,3be9acc8,Book & Bean,book-and-bean-742,STAMPS,8,#1A1A2E,Loyalty card for Book & Bean,#FFFFFF,#CCCCCC,assets/logos/book-and-bean-742.png,assets/icons/book-and-bean-742.png,assets/strips/book-and-bean-742/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/book-and-bean-742""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to Book & Bean,1000,0,assets/icons/book-and-bean-742_rect.png,2,2,0,0,https://luyoa.com/enroll/book-and-bean-742,[],1,1,1
177,ee69c76e,PourMore,pourmore-311,STAMPS,6,#F5F5F5,Loyalty card for PourMore,#FFFFFF,#CCCCCC,assets/logos/pourmore-311.png,assets/icons/pourmore-311.png,assets/strips/pourmore-311/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pourmore-311""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to PourMore,1000,1,assets/icons/pourmore-311_rect.png,1,1,0,1,https://luyoa.com/enroll/pourmore-311,[],1,1,0
178,7a2e8a51,SmartGear,smartgear,STAMPS,10,#0F3460,Loyalty card for SmartGear,#FFFFFF,#CCCCCC,assets/logos/smartgear.png,assets/icons/smartgear.png,assets/strips/smartgear/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smartgear""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to SmartGear,6000,1,assets/icons/smartgear_rect.png,1,1,1,0,https://luyoa.com/enroll/smartgear,[],0,0,0
179,6388ce93,TheJuicery,thejuicery,BALANCE,,#F5F5F5,Loyalty card for TheJuicery,#FFFFFF,#CCCCCC,assets/logos/thejuicery.png,assets/icons/thejuicery.png,assets/strips/thejuicery/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thejuicery""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to TheJuicery,3000,0,assets/icons/thejuicery_rect.png,4,2,0,1,https://luyoa.com/enroll/thejuicery,[],1,1,0
180,06dce671,PharmaPoint,pharmapoint-303,BALANCE,,#F5F5F5,Loyalty card for PharmaPoint,#FFFFFF,#CCCCCC,assets/logos/pharmapoint-303.png,assets/icons/pharmapoint-303.png,assets/strips/pharmapoint-303/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pharmapoint-303""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,CORE,1,Welcome to PharmaPoint,1500,0,assets/icons/pharmapoint-303_rect.png,4,2,1,1,https://luyoa.com/enroll/pharmapoint-303,[],1,1,0
181,74d30aff,WordSmith,wordsmith,BALANCE,,#1B4F72,Loyalty card for WordSmith,#FFFFFF,#CCCCCC,assets/logos/wordsmith.png,assets/icons/wordsmith.png,assets/strips/wordsmith/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/wordsmith""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,GROW,1,Welcome to WordSmith,1000,0,assets/icons/wordsmith_rect.png,4,2,1,0,https://luyoa.com/enroll/wordsmith,[],1,1,1
182,3978da4f,Sakura Roll,sakura-roll,STATIC,,#0F3460,Loyalty card for Sakura Roll,#FFFFFF,#CCCCCC,assets/logos/sakura-roll.png,assets/icons/sakura-roll.png,assets/strips/sakura-roll/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sakura-roll""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to Sakura Roll,1000,0,assets/icons/sakura-roll_rect.png,2,2,0,1,https://luyoa.com/enroll/sakura-roll,[],1,1,1
183,0f27f1f1,CarePharm,carepharm-654,BALANCE,,#0F3460,Loyalty card for CarePharm,#FFFFFF,#CCCCCC,assets/logos/carepharm-654.png,assets/icons/carepharm-654.png,assets/strips/carepharm-654/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/carepharm-654""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to CarePharm,10000,0,assets/icons/carepharm-654_rect.png,1,1,1,0,https://luyoa.com/enroll/carepharm-654,[],1,1,0
184,13c75f9b,The Coffee Spot,the-coffee-spot-833,BALANCE,,#F5F5F5,Loyalty card for The Coffee Spot,#FFFFFF,#CCCCCC,assets/logos/the-coffee-spot-833.png,assets/icons/the-coffee-spot-833.png,assets/strips/the-coffee-spot-833/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-coffee-spot-833""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to The Coffee Spot,4000,0,assets/icons/the-coffee-spot-833_rect.png,2,2,0,0,https://luyoa.com/enroll/the-coffee-spot-833,[],0,0,0
185,615ca694,TechCorner,techcorner-81,BALANCE,,#0F3460,Loyalty card for TechCorner,#FFFFFF,#CCCCCC,assets/logos/techcorner-81.png,assets/icons/techcorner-81.png,assets/strips/techcorner-81/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/techcorner-81""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to TechCorner,2000,0,assets/icons/techcorner-81_rect.png,1,1,1,1,https://luyoa.com/enroll/techcorner-81,[],1,1,1
186,821cba44,Go Burger,go-burger-389,BALANCE,,#2C3E50,Loyalty card for Go Burger,#FFFFFF,#CCCCCC,assets/logos/go-burger-389.png,assets/icons/go-burger-389.png,assets/strips/go-burger-389/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/go-burger-389""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to Go Burger,10000,0,assets/icons/go-burger-389_rect.png,2,2,0,0,https://luyoa.com/enroll/go-burger-389,[],1,1,1
187,55bda33e,YogaSpace,yogaspace-917,STAMPS,6,#F5F5F5,Loyalty card for YogaSpace,#FFFFFF,#CCCCCC,assets/logos/yogaspace-917.png,assets/icons/yogaspace-917.png,assets/strips/yogaspace-917/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/yogaspace-917""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to YogaSpace,2500,1,assets/icons/yogaspace-917_rect.png,1,1,1,0,https://luyoa.com/enroll/yogaspace-917,[],1,1,0
